Funds,Focus Area,Strategic Outcome,Funding Stream,Agency Andar #,Agency Name,Program Andar #,Program Name,2015-16 Allocation,Grant Start Date,Grant End Date,Short Program Description,Planner,Target Population,Early Childhood,Middle Years,Families,Seniors,Parents/Caregivers,Youth,Immigrants/Refugees,Women,Aboriginal/First Nations,Other,Program Elements,Learning Support ,Science/technology/engineering/math/numeracy ,Language/literacy/reading,"Tutoring, homework clubs",Other,Social and Emotional Health ,Mental wellness,Caregiver/parental support,Self determination/confidence,Pro-social behaviour,Independence,Other,Connections/Healthy Relationships,Intergenerational relationships,Mentoring,Peer relationships,Social connectedness,Interpersonal communication,Parent-child bonding,Cross-cultural relationships,Participation in society,Other,Physical Health and Recreational Activities,Indoor play/activities,Outdoor play/activities,Music,Sports,Dance,Arts and crafts,Theatre,Physical safety/injury prevention,Other,Life Skills,Nutrition and cooking,Growing food,Leadership,Teamwork,Food planning and budgeting,Financial education,Other,System Change,Capacity building,Policy work,Research,Advocacy,Networks/collectives,Other,Address Program Barriers/Access,Child-minding,Transportation,Food provision,Outreach,Other,Food Redistribution,Information and Referral,Geographic Focus Area,First Nation Territories,First Nation Territories,Fraser Valley Regional District,Abbotsford,Chilliwack,Mission,Hope,Kent,Harrison Hot Springs,Boston Bar / North Bend,Dogwood Valley / Emory Creek / Choate / Sunshine Valley / Laidlaw / Spuzzum,Lake Errock / Harrison Mills / Hemlock Valley,Popkum / Bridal Falls,Slesse Park / Baker Trails / Bell Acres,Miracle Valley / Hatzic Prairie,Other,Metro Vancouver Regional District,Anmore,Belcarra,Bowen Island,Burnaby,Coquitlam,Delta,"Langley, City of","Langley, District Municipality",Lions Bay,Maple Ridge,New Westminster,"North Vancouver, City of","North Vancouver, District Municipality",Pitt Meadows,Port Coquitlam,Port Moody,Richmond,Surrey,Tsawwassen First Nation,Vancouver,West Vancouver,White Rock,Barnston Islands / Buntzen Bay / Gambier Island Trust Area / Granite Falls / Strachan Creen / University Endowment Lands (UBC),Squamish-Lillooet Regional District,Lillooet,Squamish,Pemberton,Whistler,Sunshine Coast Regional District,Elphinstone,Gibsons,Halfmoon Bay,Pender Harbour / Egmont / Madeira Park,Roberts Creek,Sechelt District Municipality,Sechelt Indian Government District (Part-Sunshine Coast),"West Howe Sound (Langdale, Port Mellon, Williamson?s Landing, Granthams Landing, Soames, Hopkins Landing, and Gambier and Keats Islands)",Other Areas,Other Areas,Donor Engagement,UW Speaker,Day of Caring,Volunteer Opps,Agency Tour,Agency Fair,Impact Story,Other,Outputs,Total Clients,Early Years (0-6yrs),Middle Years (6-12),Children (0-12yrs),Seniors,Parents/Caregivers,Families,Contacts/Services,Meals/Snacks,Counselling Sessions,Mentors/Tutors,Workshops,Volunteers
GOV,,,blandit,5929,bibendum morbi non,3132,tortor eu,7898,2017-01-04,2016-10-11,at velit eu est congue elementum in hac habitasse platea dictumst,Jeremy Davis,Target Population,1,1,1,0,1,1,0,0,1,1,Program Element,200,0,0,0,0,300,0,1,1,0,1,1,300,0,1,0,1,0,0,1,0,1,100,1,0,0,0,0,1,0,1,0,300,1,0,1,1,1,0,0,200,0,0,0,1,1,1,100,1,1,1,0,0,100,300,Geographic Focus Area,100,38,200,24,16,94,56,47,40,21,,,,33,,200,81,38,11,95,6,67,50,83,6,60,5,27,75,53,19,100,75,21,80,18,100,84,66,55,100,92,7,92,64,100,39,26,92,39,64,8,2,44,100,92,Donor Engagement,0,0,0,1,1,1,1,Outputs,783,18,59,33,46,94,41,8150,6008,9015,5589,5266,7969
GOV,,,vulputate,9909,elit proin,144,turpis integer,3080,2016-12-02,2016-03-08,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,Kelly Elliott,Target Population,0,1,1,0,1,0,1,1,1,1,Program Element,300,1,0,1,0,200,0,0,0,1,0,0,300,0,1,0,0,0,0,1,0,0,200,0,1,1,0,1,0,0,1,1,300,0,0,1,0,1,0,0,100,1,0,0,1,0,1,300,0,0,1,0,0,100,200,Geographic Focus Area,100,25,100,26,54,82,22,69,89,50,,,,31,,300,79,10,12,32,11,96,39,13,96,4,1,70,30,87,3,36,49,34,60,49,91,74,64,3,200,97,27,55,59,300,5,79,94,41,39,56,7,29,200,64,Donor Engagement,1,1,1,0,0,1,0,Outputs,294,3,64,82,71,70,96,1627,2335,5237,3275,6097,356
GOV,,,vestibulum,2552,vestibulum,9323,nibh fusce lacus purus,9071,2016-09-23,2017-02-16,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,Tina Stevens,Target Population,1,0,0,1,0,0,1,1,1,1,Program Element,200,0,1,1,0,300,0,1,1,1,1,0,300,0,1,0,0,1,1,0,1,0,100,1,1,1,1,1,1,0,1,0,200,0,1,0,1,0,0,1,200,0,0,0,0,0,1,300,0,1,1,1,0,300,300,Geographic Focus Area,300,11,100,2,41,55,12,57,71,95,,,,53,,100,60,23,13,46,72,71,48,9,64,95,50,100,60,61,50,92,15,91,82,8,36,72,7,68,300,80,17,1,7,200,8,7,57,30,10,90,75,63,200,28,Donor Engagement,0,1,0,1,1,0,0,Outputs,329,45,35,67,95,39,86,7066,3909,9871,527,9032,3798
UWLM,,,lacus,9818,consectetuer eget,8635,integer tincidunt,4258,2016-09-03,2016-08-25,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,Janice Arnold,Target Population,0,1,1,0,0,1,0,0,0,0,Program Element,100,1,1,0,0,200,0,1,1,0,0,1,200,0,1,1,1,1,1,0,1,1,200,1,0,0,0,1,1,1,0,0,300,1,0,1,0,1,1,0,300,1,1,1,0,1,1,100,0,1,0,1,0,300,200,Geographic Focus Area,200,7,200,73,32,56,66,87,21,82,,,,79,,300,19,83,32,100,29,31,28,78,13,100,70,40,33,78,57,50,41,47,28,96,52,44,55,23,100,42,76,100,32,300,80,15,10,26,91,51,65,36,300,90,Donor Engagement,0,0,1,1,1,1,1,Outputs,883,18,84,69,9,25,7,7133,1405,4371,9980,859,9875
UWLM,,,ullamcorper,5483,ut blandit non,1368,augue luctus tincidunt nulla,103,2016-12-30,2016-06-30,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,Diana Ryan,Target Population,0,0,1,1,0,0,1,1,0,0,Program Element,200,0,0,0,0,300,0,0,0,0,0,0,200,1,1,1,0,0,1,1,0,1,200,1,0,1,0,0,0,0,0,0,300,1,1,1,1,1,1,0,200,0,0,0,0,1,0,200,1,0,0,1,1,100,100,Geographic Focus Area,200,90,200,63,91,64,99,98,81,21,,,,79,,100,74,83,65,55,85,42,13,76,24,17,97,36,13,50,39,27,75,54,8,93,62,54,61,50,200,89,27,21,55,100,33,95,53,49,50,73,74,94,100,60,Donor Engagement,1,1,1,1,0,0,1,Outputs,388,16,46,50,12,44,10,4178,4628,3854,8601,5990,4476
GOV,,,curabitur,7002,libero non mattis,5298,in tempor,2991,2016-10-24,2016-11-04,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,Nicole Fisher,Target Population,1,0,0,1,0,1,0,0,1,0,Program Element,100,0,1,0,0,100,0,0,0,1,0,0,300,1,0,0,0,1,1,1,0,1,300,1,1,0,0,1,1,0,1,1,100,1,1,1,1,1,1,1,300,0,1,0,0,1,0,100,1,0,1,0,1,200,200,Geographic Focus Area,200,10,100,33,92,42,82,80,87,21,,,,66,,300,30,78,92,95,55,81,48,11,61,65,29,96,64,89,85,27,88,17,34,92,85,17,40,67,200,88,20,96,3,100,99,63,32,26,49,28,22,19,300,71,Donor Engagement,1,0,0,0,0,1,0,Outputs,167,55,59,42,91,9,42,9472,8330,7467,3939,5137,5889
GOV,,,aliquam,6061,ultrices aliquet maecenas leo,9119,lacinia nisi venenatis,4927,2016-11-06,2016-05-07,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,Jerry Bailey,Target Population,0,1,1,1,1,1,0,0,0,1,Program Element,300,1,0,0,0,100,0,1,1,0,0,1,100,1,1,0,0,0,1,1,1,1,200,1,0,0,0,1,1,0,1,0,100,1,0,1,1,0,1,0,200,0,0,1,1,1,1,100,1,0,0,1,0,100,300,Geographic Focus Area,300,49,200,66,82,90,35,39,38,8,,,,1,,100,8,3,64,11,6,75,96,43,43,33,94,6,7,54,74,5,94,92,76,81,70,28,57,90,100,79,34,79,98,100,11,91,5,89,45,92,59,15,100,98,Donor Engagement,0,0,0,1,1,0,0,Outputs,613,72,84,81,28,10,89,3279,9421,2868,1090,2328,8549
GOV,,,ante,7817,bibendum imperdiet nullam orci,7943,ut massa,7390,2016-07-29,2016-12-20,amet cursus id turpis integer aliquet massa id lobortis convallis tortor,Laura Powell,Target Population,0,1,1,1,0,0,1,1,1,1,Program Element,300,1,0,1,0,300,1,1,1,0,0,0,100,0,0,0,0,1,0,0,1,1,100,1,1,1,1,0,0,1,1,0,100,1,1,1,0,1,0,0,200,1,1,1,0,1,0,100,0,1,1,1,0,200,300,Geographic Focus Area,100,1,200,68,49,7,84,59,51,60,,,,21,,100,7,64,97,83,49,69,14,6,56,4,41,45,12,6,62,40,4,5,81,90,68,74,99,87,200,23,22,10,57,100,59,97,72,25,6,28,17,35,200,92,Donor Engagement,1,1,0,0,1,0,0,Outputs,896,58,81,66,11,72,77,2529,46,6946,985,5530,219
UWLM,,,elit,9470,vulputate nonummy,890,non mi,4982,2016-09-13,2017-02-09,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,Lillian James,Target Population,0,1,1,0,0,0,0,0,0,0,Program Element,100,0,1,1,0,100,1,1,1,0,1,0,200,0,0,0,0,0,1,1,0,0,300,1,1,1,1,0,1,0,0,0,100,1,1,1,1,0,1,1,200,0,0,0,1,1,1,100,1,0,1,1,1,300,300,Geographic Focus Area,300,35,200,13,68,70,37,34,84,87,,,,69,,300,49,50,90,43,15,9,44,89,29,95,29,23,90,53,23,2,6,22,65,3,24,30,30,26,100,68,35,98,20,200,27,84,69,98,74,63,7,53,200,92,Donor Engagement,0,1,1,0,1,1,1,Outputs,406,24,76,78,42,63,55,8001,5011,5873,5020,6670,4725
GOV,,,in,17,sed vel enim sit,1503,parturient montes nascetur ridiculus,3013,2016-04-29,2016-10-30,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,Roger Long,Target Population,0,1,1,0,0,1,1,1,1,1,Program Element,200,0,0,0,0,300,1,0,0,1,0,1,100,0,0,1,0,0,0,1,1,1,300,0,0,1,1,0,1,0,1,1,300,1,1,0,0,0,1,1,100,0,0,1,1,1,1,200,0,1,0,1,0,200,200,Geographic Focus Area,200,53,100,77,97,2,80,81,64,30,,,,67,,200,43,80,14,58,70,22,66,41,36,67,60,56,40,3,57,92,28,70,11,51,98,100,24,31,300,84,4,48,62,300,14,67,40,70,8,31,28,43,200,44,Donor Engagement,0,0,1,1,0,0,1,Outputs,122,92,99,43,75,43,40,2578,7956,3605,3327,5110,5734
GOV,,,quis,5527,vivamus vel nulla eget,3204,turpis sed,5255,2016-05-13,2016-10-26,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,Matthew Nguyen,Target Population,0,1,0,0,1,0,1,1,1,1,Program Element,300,1,0,1,0,200,0,1,1,1,1,0,100,0,1,1,0,1,1,0,0,0,200,0,1,0,0,0,1,0,0,1,200,1,0,1,1,0,1,0,100,1,0,0,1,1,0,300,0,0,0,1,0,300,100,Geographic Focus Area,100,24,200,56,51,93,90,5,90,20,,,,84,,300,46,15,73,79,96,56,67,99,92,37,49,78,20,16,8,16,16,12,58,48,50,31,54,62,100,89,38,62,52,100,81,63,80,44,80,53,92,55,100,19,Donor Engagement,0,1,0,0,1,0,1,Outputs,187,61,68,3,48,52,73,1095,9698,3229,7352,6002,3106
GOV,,,turpis,6404,porta volutpat erat quisque,3596,duis,4984,2016-04-14,2016-07-05,sapien arcu sed augue aliquam erat volutpat in congue etiam,Chris Johnson,Target Population,1,1,0,0,0,1,1,1,1,1,Program Element,200,1,0,1,1,300,1,1,1,1,0,1,300,0,0,1,0,0,1,0,0,1,300,1,1,0,1,1,0,1,1,1,200,1,0,1,0,0,1,0,200,1,1,1,1,1,0,100,0,0,1,1,0,300,100,Geographic Focus Area,300,98,300,85,61,55,87,97,83,91,,,,56,,100,22,34,77,19,82,80,52,45,15,72,55,78,60,32,29,3,81,49,40,30,99,30,60,88,300,39,87,30,46,300,37,34,100,9,32,89,72,33,100,29,Donor Engagement,1,1,0,1,1,1,1,Outputs,525,52,39,63,67,42,4,8605,1671,4875,7316,3669,9326
UWLM,,,mi,8485,hendrerit,3826,duis faucibus accumsan odio,5060,2016-10-13,2016-03-13,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,Evelyn Hicks,Target Population,0,0,0,0,1,0,0,0,0,0,Program Element,200,0,1,1,0,200,0,1,1,0,1,0,200,1,1,0,1,1,0,1,1,0,100,0,1,0,0,1,1,0,1,1,100,0,1,0,0,1,0,1,100,0,1,0,1,1,0,100,1,1,0,1,0,100,100,Geographic Focus Area,200,35,100,66,67,57,43,75,30,30,,,,51,,200,83,1,44,95,81,44,59,63,32,18,57,11,54,78,1,4,27,51,85,65,55,89,80,28,100,3,62,32,22,100,62,90,9,63,77,46,89,88,200,16,Donor Engagement,1,0,0,0,0,1,0,Outputs,483,62,63,67,30,22,20,9176,1112,8601,7587,4609,3444
GOV,,,ipsum,3962,justo maecenas,7515,ante nulla justo,6456,2017-02-24,2017-02-10,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,Karen Alvarez,Target Population,0,0,0,0,0,1,0,0,0,0,Program Element,200,0,1,1,0,100,0,0,0,0,1,0,200,1,0,1,0,1,1,1,1,0,300,0,1,1,0,0,0,0,1,0,100,1,0,0,1,1,0,0,200,1,0,0,1,1,1,100,1,1,1,1,1,300,200,Geographic Focus Area,100,37,300,59,13,45,1,18,34,83,,,,50,,100,42,22,69,78,91,42,33,74,26,35,44,87,27,44,74,65,88,81,73,13,83,96,36,35,300,83,98,69,39,100,15,70,81,65,14,30,54,57,100,93,Donor Engagement,1,1,1,0,0,0,0,Outputs,299,4,95,88,28,42,86,7771,4051,5155,8256,8339,2444
GOV,,,felis,4883,amet sapien dignissim,8822,nec molestie sed justo,181,2016-10-12,2016-03-29,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,Virginia Mills,Target Population,0,1,0,0,0,0,1,1,0,0,Program Element,300,0,0,1,0,100,0,1,1,0,1,1,100,1,1,1,0,1,0,1,0,0,300,1,0,1,0,1,1,1,1,1,200,1,1,0,1,1,1,0,300,0,0,0,1,0,0,200,0,1,0,0,0,300,100,Geographic Focus Area,200,63,100,13,91,3,35,23,28,88,,,,46,,300,22,7,40,38,59,32,57,3,27,90,95,85,21,55,84,21,35,62,34,22,45,80,70,58,300,28,92,68,32,200,54,61,12,20,37,90,6,9,100,70,Donor Engagement,0,1,1,1,0,1,1,Outputs,648,53,7,46,4,98,75,636,2012,8774,8628,4603,1020
GOV,,,augue,8589,gravida sem,3723,eu nibh,377,2016-03-18,2016-09-30,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,Virginia Greene,Target Population,1,0,0,1,0,1,0,0,1,1,Program Element,100,1,1,0,0,300,0,1,1,1,1,1,100,0,1,1,0,0,1,1,0,0,100,1,0,0,0,0,1,0,1,0,300,0,0,1,0,1,1,0,100,0,0,1,0,0,1,100,0,1,0,1,1,300,300,Geographic Focus Area,300,65,200,76,87,90,67,68,86,30,,,,26,,200,66,55,28,98,34,100,71,18,4,65,95,23,6,17,15,92,83,34,66,18,74,1,98,30,100,92,28,46,15,300,32,79,30,10,54,85,37,74,200,32,Donor Engagement,1,0,1,1,1,1,0,Outputs,821,8,21,30,20,84,37,5744,4095,9188,2938,8307,5664
GOV,,,scelerisque,3457,pellentesque ultrices,4444,lacinia erat,3765,2016-10-25,2017-02-28,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,Roy Rogers,Target Population,1,1,1,1,0,1,1,1,1,1,Program Element,300,1,1,0,1,100,1,0,0,0,1,0,200,0,1,0,1,1,1,1,1,0,300,1,0,1,1,1,0,0,0,1,100,1,1,0,1,0,1,1,300,0,0,0,1,0,1,100,0,0,1,1,1,200,200,Geographic Focus Area,200,16,100,17,1,94,10,67,88,67,,,,56,,300,91,17,16,53,1,51,30,52,48,29,3,89,39,48,20,18,80,69,6,39,43,82,44,97,200,27,92,11,30,200,17,57,26,52,16,73,100,78,100,14,Donor Engagement,0,0,0,0,0,0,1,Outputs,905,53,82,40,5,7,71,8778,7334,9293,1668,2814,3603
GOV,,,donec,4235,in lectus pellentesque,1029,luctus tincidunt nulla,9881,2016-07-23,2017-02-20,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,Diana Chapman,Target Population,1,1,1,1,1,1,0,0,0,1,Program Element,200,1,0,0,0,100,0,1,1,0,1,1,300,1,0,1,1,1,1,0,0,1,200,0,1,0,1,0,1,1,1,1,200,0,1,0,1,0,1,0,100,0,1,0,0,0,1,100,0,0,0,1,1,100,200,Geographic Focus Area,100,95,200,58,50,13,37,48,69,38,,,,22,,100,85,37,52,5,21,4,11,48,48,47,93,54,45,90,82,11,77,23,62,76,21,70,34,96,200,86,40,15,32,300,92,38,35,94,50,26,5,76,300,96,Donor Engagement,0,0,1,1,0,0,0,Outputs,93,77,93,76,28,15,42,9711,5666,1139,2907,8159,2820
UWLM,,,vestibulum,8908,congue risus semper porta,535,orci pede,481,2017-01-14,2016-09-29,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,Paula Stone,Target Population,1,0,1,1,0,0,1,1,0,0,Program Element,300,0,1,1,1,100,0,1,1,1,0,0,100,1,1,0,1,0,1,1,0,0,200,0,1,1,0,0,0,0,1,1,100,0,1,0,0,1,0,0,200,0,0,0,1,1,1,200,0,1,1,0,1,100,300,Geographic Focus Area,200,85,300,73,76,76,58,59,100,72,,,,57,,100,38,32,86,73,31,97,48,1,60,51,19,15,20,99,20,92,75,22,57,100,100,60,62,8,100,92,75,76,30,100,90,90,65,70,41,43,91,27,200,35,Donor Engagement,0,0,1,0,1,0,0,Outputs,173,78,37,20,73,69,10,5663,9885,6298,7866,3057,216
GOV,,,aliquam,1595,platea dictumst,4259,dui nec nisi,4401,2016-10-22,2016-12-01,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,Brandon Wells,Target Population,1,1,0,1,0,0,0,0,0,1,Program Element,200,1,1,1,0,100,0,0,0,0,1,1,100,1,1,0,0,0,0,1,1,1,200,0,1,0,0,0,1,1,0,1,100,0,1,1,0,0,0,0,200,1,1,0,1,1,1,100,1,0,1,0,0,100,100,Geographic Focus Area,300,1,300,72,51,92,24,45,82,97,,,,76,,200,46,50,76,26,90,27,11,78,56,2,7,78,71,34,69,78,84,85,31,21,21,15,37,29,200,21,48,24,64,300,32,40,5,62,5,82,45,92,100,13,Donor Engagement,0,0,1,0,1,1,0,Outputs,184,62,42,23,27,73,82,9757,3403,169,5615,8093,6249
UWLM,,,ultrices,2041,aliquam quis,6956,turpis sed ante,1014,2017-02-01,2016-12-14,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,Tina Hayes,Target Population,1,1,0,1,1,0,0,0,1,1,Program Element,100,1,0,0,1,200,1,0,0,1,0,0,300,1,0,1,0,1,0,1,0,1,200,1,1,0,0,0,1,0,1,1,200,1,1,0,1,1,1,1,300,0,0,1,0,0,1,300,1,0,1,0,1,300,100,Geographic Focus Area,300,60,200,66,6,55,5,88,21,36,,,,43,,300,63,16,23,36,18,22,36,5,98,26,4,24,50,77,61,29,97,59,6,49,15,4,40,55,300,60,43,51,70,200,25,65,34,2,2,14,16,56,200,16,Donor Engagement,0,0,1,1,0,1,1,Outputs,812,34,1,34,2,27,17,1420,7202,9532,5422,4413,201
UWLM,,,nisi,1318,eros,2220,nulla mollis molestie lorem,5820,2016-06-21,2016-04-09,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,Donald Scott,Target Population,1,1,0,1,0,0,1,1,0,0,Program Element,100,1,0,0,0,200,1,0,0,0,1,0,100,1,1,1,0,0,1,0,1,0,100,0,1,1,0,1,1,1,0,1,200,0,0,1,1,1,1,0,100,1,1,1,1,0,1,200,1,0,0,1,1,200,200,Geographic Focus Area,200,47,200,9,46,99,18,12,61,21,,,,81,,100,68,17,28,5,40,85,34,91,4,92,69,92,65,40,66,58,76,52,21,87,88,23,27,12,300,34,13,56,41,200,64,22,69,27,13,70,8,53,200,50,Donor Engagement,1,0,1,1,1,0,0,Outputs,350,50,14,14,43,13,37,7739,8142,7213,2342,7391,2812
GOV,,,nulla,4700,ac est lacinia,5902,elit proin risus praesent,5267,2016-04-15,2016-11-23,eget tincidunt eget tempus vel pede morbi porttitor lorem id,Robin Spencer,Target Population,0,0,0,0,0,0,1,1,0,1,Program Element,200,0,0,1,1,100,0,0,0,1,0,0,300,0,1,1,1,1,0,1,1,0,100,0,0,0,1,1,1,0,0,1,200,0,1,0,0,1,0,1,100,0,1,0,1,1,0,100,1,0,1,1,1,100,300,Geographic Focus Area,200,14,100,38,40,20,76,3,61,64,,,,52,,200,31,25,5,38,24,30,22,50,7,1,24,87,11,47,82,83,46,55,38,73,95,62,39,35,200,42,85,24,27,200,93,44,68,59,54,17,6,99,300,95,Donor Engagement,1,0,0,1,0,1,1,Outputs,906,39,54,20,30,31,90,1302,924,8078,886,5702,2455
UWLM,,,duis,3471,cras in purus eu,9011,sed,3020,2017-03-04,2016-12-30,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,Joyce Robertson,Target Population,0,1,0,0,1,0,0,0,1,1,Program Element,100,1,1,1,1,100,0,0,0,0,0,1,300,0,0,1,0,1,1,0,0,0,300,0,1,0,0,1,0,1,1,1,200,1,1,0,1,0,0,0,100,0,1,1,0,1,0,200,0,1,1,1,0,100,100,Geographic Focus Area,100,14,300,10,80,44,56,89,59,49,,,,41,,300,91,59,98,84,99,27,40,42,44,48,57,89,22,49,90,22,86,74,93,71,40,28,22,63,300,81,88,64,34,200,5,82,36,97,81,23,69,74,100,30,Donor Engagement,1,0,1,0,0,1,1,Outputs,932,30,26,24,83,86,90,8307,4333,6683,7853,5209,7391
GOV,,,morbi,1411,libero nullam sit amet,6053,non quam nec,8351,2016-03-26,2017-02-08,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,Patricia Cruz,Target Population,1,1,0,1,1,1,1,1,1,0,Program Element,200,0,0,1,1,100,0,0,0,1,1,0,300,0,0,1,0,1,1,0,1,1,300,0,0,0,1,0,1,0,0,0,300,1,1,1,0,1,1,0,300,0,1,0,1,0,0,200,0,1,0,1,1,200,300,Geographic Focus Area,100,96,200,35,74,74,96,41,51,15,,,,1,,100,39,21,82,54,88,24,61,91,46,27,51,94,10,3,75,87,52,25,9,93,63,88,73,17,200,78,81,10,16,200,37,88,48,11,25,54,40,5,300,68,Donor Engagement,1,1,1,0,1,1,1,Outputs,129,14,78,80,17,46,24,2932,9962,5107,1985,7039,8373
UWLM,,,donec,659,venenatis turpis enim blandit,7099,nibh quisque id justo,6620,2017-02-16,2016-03-26,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,Maria Sims,Target Population,1,0,0,1,0,1,0,0,0,0,Program Element,100,1,0,1,1,100,0,0,0,0,1,0,300,1,1,1,1,0,0,1,0,1,100,1,0,1,1,0,0,0,0,1,200,1,1,0,0,1,1,0,300,0,0,0,1,0,0,300,0,1,0,1,1,300,300,Geographic Focus Area,200,21,100,15,99,31,56,48,21,77,,,,45,,100,40,46,73,82,92,93,27,56,54,95,44,75,79,51,33,3,29,74,17,95,88,75,2,78,100,46,8,7,48,100,6,43,82,90,87,10,61,85,100,63,Donor Engagement,0,1,0,0,0,1,0,Outputs,42,37,32,74,27,100,59,2562,3942,7247,4720,7101,8343
GOV,,,bibendum,1315,ante ipsum primis in,7435,adipiscing,9520,2016-06-23,2016-07-25,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,Michael Walker,Target Population,0,0,0,1,0,0,0,0,0,1,Program Element,100,1,1,0,0,200,1,1,1,1,1,0,300,0,1,0,1,0,0,1,1,0,300,0,1,1,0,1,1,0,1,1,200,0,1,0,0,1,1,1,300,1,1,0,1,1,1,100,1,1,1,1,0,100,200,Geographic Focus Area,100,53,100,20,88,89,56,55,63,19,,,,35,,300,72,87,39,56,21,9,40,91,47,55,76,73,10,84,62,14,8,37,99,66,47,61,75,64,100,58,15,13,70,100,46,86,19,53,95,65,36,54,100,56,Donor Engagement,0,0,0,1,0,1,1,Outputs,183,92,24,51,48,4,86,3406,6487,1036,1014,3068,9370
GOV,,,duis,2882,vulputate ut ultrices vel,2836,vel lectus,7040,2016-03-17,2017-01-21,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,Katherine Johnson,Target Population,0,1,1,0,1,1,1,1,0,0,Program Element,100,0,1,1,1,300,0,1,1,0,0,0,200,0,0,1,1,0,1,0,1,0,200,0,1,1,0,1,1,0,1,0,200,1,1,1,0,0,1,1,300,1,0,1,0,0,1,300,1,1,0,0,1,100,300,Geographic Focus Area,200,96,200,41,7,85,93,52,31,88,,,,34,,200,18,84,28,97,85,12,100,14,81,43,18,97,95,15,71,7,84,89,98,77,30,70,77,8,200,11,31,7,77,100,76,65,36,82,79,22,46,19,200,45,Donor Engagement,1,1,1,0,0,0,0,Outputs,465,71,50,66,14,53,18,82,965,3730,3698,8852,4320
GOV,,,sapien,3924,consectetuer adipiscing,1928,nec nisi,5488,2016-07-04,2016-05-12,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,Samuel Allen,Target Population,0,1,0,1,1,1,1,1,0,1,Program Element,100,0,0,0,1,300,1,1,1,0,0,0,300,0,1,0,1,1,1,1,1,1,100,0,0,1,0,0,1,1,1,0,200,1,1,0,0,0,0,1,300,1,0,1,1,0,0,300,0,1,1,1,0,200,300,Geographic Focus Area,100,66,300,82,32,96,78,94,64,26,,,,2,,200,15,39,28,36,32,15,45,29,2,37,37,23,15,10,21,54,71,96,34,89,33,2,9,97,300,27,92,2,88,300,27,1,20,32,62,26,61,95,300,38,Donor Engagement,1,0,1,1,1,0,1,Outputs,594,51,65,42,97,7,87,3860,1396,9378,3322,8306,9325
GOV,,,vulputate,4675,id,8317,magna,3496,2016-05-21,2016-04-23,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,Patrick Fields,Target Population,0,0,1,1,0,0,0,0,1,0,Program Element,100,0,1,0,1,200,1,0,0,0,0,0,200,1,1,1,0,0,0,0,1,1,100,0,0,0,0,0,0,0,1,1,200,0,0,1,1,1,0,1,100,1,1,1,0,0,1,200,1,0,1,0,0,200,100,Geographic Focus Area,200,76,100,5,24,50,91,39,32,80,,,,71,,100,45,40,69,90,67,43,22,41,2,26,42,10,75,71,39,87,5,58,88,70,42,97,33,61,300,65,59,78,22,100,6,55,37,17,53,29,42,100,100,6,Donor Engagement,1,0,0,1,0,0,0,Outputs,225,48,82,80,35,16,19,2103,1808,1479,61,607,6740
